"Sentiment","text"
"positive","11:11 am. Now I can have a wish "
"positive","@KSuds1313 Thanks   Thanks  so much for your help.  I knew it wld b easy, jst didn't kno how to do it.  Enjoy!!"
"positive","heading out for dinner and drinks.....what a lovely sunday evening! "
"positive","@andymurd Reviews have been mixed but I never take any notice. Thanks "
"positive","me first poppies flowering  http://www.fab-design.de/twit/mohn.jpg"
"positive","@_misshannah LOL just rushed home for it it's amazing viewidge "
"positive","@ohhaikelly tweetstats.com  haha hey!"
"positive","@Lovin_DEW We're doing a Block Bucks segment...I try not to talk during those times. "
"positive","Well, I think they're really just trying to find a good WiFi signal.  http://bit.ly/qlr10"
"positive","@bethhh_ omg yeah, lolz, are you? i actually think hes well fit lolz. "
"positive","@Tittch Good morning Rita.  Do you still have have witches in Sussex ? "
"positive","2 of my girlfriends are coming home this week! Excitedddd "
"positive","@coollike Yay! Glad your camera is working now. "
"positive","I so love the sound of the orchestra warming up - will really notice that horn arpeggio in the Chopin.  Ready! "
"positive","Good mornting my tweeps...hope you all have a great Sunday! "
"positive","Treating those who invest time in you with respect &amp; love is the best 'thank you'. Imagine how lovely it would be if everyone did that? "
"positive","@cattycupcakes it worked ! Thanks I just added you "
"positive","@awesome_tie yes they do  they're singing all the time "
"positive","@afriend4help Thanks! "
"positive","one step back 21 steps forward "
"positive","@TCusack247  My pleasure!  Cheers, my friend!  "
"positive","@galleysmith It's not really a problem until you have to have someone carry all the books to the car! "
"positive","@marco_alan oh haha. Well either way, it will get better soon. LOL. And that's a promise. "
"positive","@epi_longo yes, my thesis is named after that book "
"positive","@kymhuynh - thanks for following "
"positive","@yaseminx3 haha xD LMFAOO ;p yasemin ist sehr s��  we rawk or what? xD"
"positive","@ShellyKramer I think yous kids will like eachother!  "
"positive","@mitchelmusso im going 2 see u 2night!! can't wait! "
"positive","@ckathleen ahaha not really my cousin who cam to visit she and her bf are making pumpkin stuff and it smells like pumpkin pie "
"positive","reading news "
"positive","woo go diversity but flawless were still good, v. talented "
"positive","night night...the meds are working "
"positive","@Antgrad it wasn't scary for a second. felt so calm and peaceful. i highly recommend it "
"positive","Joey may love his NYC girls but its his Long Island women who stand out.  (Jones Beach, 1st PPV, etc)"
"positive","@kristenstewart9 Good Luck at the MTV movie awards tomorrow night. Will be watching for the trailer and wins for Twilight "
"positive","@mini_ritz That's awesome  Aye might have to postpone 2moz coz I gotta get Gen her prezzie and I have to pay 4 my phone on tuesday."
"positive","-sitting here wiff bwee. "
"positive","Gone to watch BB #bb10 discuss here  http;//www.theblueroom.me.uk"
"positive","back in nyc.  hanging with @ErikaEMyers "
"positive","#mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday #mileymonday  retweet"
"positive","@VictoriaIrene uhh... like... 11-12 XD i used to sleep like somewhere between 1-4 am lmao! ) how bout you? "
"positive","@nelip we'r planin on going nxt mar/apr 4 the boy's bday i'l c btween now/then if u guys mite wana go? "
"positive","@weewooweewoo oh, maybe i know them, one of the owners was with us "
"positive","and now to sleep  Goodnight &amp; GodBless all !"
"positive","well im new...just hooked up twitter "
"positive","@minorissues har har... beat me to it "
"positive","@carocat Hi Cat. "
"positive","@bringxknives i just made a new layout  i lov eyou too"
"positive","Getting ready for my speech today  Tried giving the speech to my kids and they found it funny talking about Financial Freedom  Hahaha"
"positive","is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER'S DAY TO ALL YOU MOMMIES OUT THERE "
"positive","@xsullengirlx I love your look my dear, just splendiferous! "
"positive","The jog was awesome...Now preparing for a fruit and veggie feast "
"positive","@OhZombieGirl They have them for cheap at walmart here. I send you one. "
"positive","alicia just left...hanging at home just relaxing "
"positive","@sexkellystyle smoking will kill you "
"positive","watching christian sing! "
"positive","Not long before I go to work, just having my last twitter for the day  Have a good one"
"positive","@ddlovato thank you for chating with me on chatzy ! oh and this is vivian by the way i hope we can chat again "
"positive","today is the day!  Cleaning my messy room!"
"positive","The last day of school is finally hereeeee "
"positive","@Jonasbrothers AND BEFORE THE STORM AND PRANOID AND POISON IVY AND OMG I LOVED THEM ALL CAN'T WAIT TIL JUNE16  PLZ REPLY U'D MAKE MY LIFE"
"positive","@Katielady0305 why thank you "
"positive","Everytime I watchh a movie and it ends I always feel sad. Hm. "
"positive","thank goodness the night turned around  goooodnight!"
"positive","Good morning Twitt-dudes for all around the world "
"positive","Home... Cleaning my room and watching the MTV Movie Awards! "
"positive","@jordonlow http://bayern.theoffside.com "
"positive","Had an awesome dream "
"positive","@lincolnwrites It's OK. Next time. "
"positive","Had a great night, with the guys, and then with nathan "
"positive","Going out shopping and hot chocolate with Kel "
"positive","@allysheehan pretty great... ily legally blonde the musical "
"positive","http://www.amazon.co.uk/shops/SCOT-BOOKS   good books good prices, check em out !!! "
"positive","@JenBrockwell I loved that movie "
"positive","@cg_2001 THANKS! I adore this track! Got me dancing already!  ? http://blip.fm/~5fkpy"
"positive","Tax Assessor's Office. Yes, that's my job.  WOOT WOOT"
"positive","@kirstiekalamity  ohhh prom dress iz gewd  "
"positive","Got more sign ups for collegesumo.com's news letter "
"positive","@dAlen It's awesome, dude. My body was heading in the WRONG direction. This is just part of my life now. "
"positive","smiling because @paparoach has made my day  thanks guys!"
"positive","@AndrewBravener is that from 'Rent'??  lol  hope u have fun ooooouuuuutttt  2night!  "
"positive","Playing bowling  http://yfrog.com/05uiiyj : I have to say this shits all over xbox 360 shitty nenu system"
"positive","@DavidArchie have funnn in another country!!! "
"positive","@teenbizcoach Hey Shonika! It was great speaking with you and learning a bit about what you do! Hope you have a great evening! "
"positive","HAPPY MOTHERS DAY 2 ME "
"positive","SHIT!  I missed Leno last night!!  Probably wont have a hard time finding it online, but booooooo.  Oh well, love the Conan "
"positive","@poppahatz &amp;&amp; pRoLLy dA BiGGeSt rEaSoN 2 fOLLoW HiM iS cUz.... He tHiNks I'm HoTT... PReChAte tHaT 1 HoMiE. "
"positive","bike riding with anna and tiff! beach after "
"positive","@hermitpaul LOL i'll take your word for that aha i'll stick to being a nerd and reading lol  x"
"positive","@magicaljacob get your lady to get a twitter  thatd be fun"
"positive","US Mens beat Honduras 2-1! Red Wings destroy Pens 5-0!! Great day so far! Now to Farrington graduation. A stroll down memory lane "
"positive","@jug_arkatechbtz Just trying to play nice with Sinbad...tnk for the warning. "
"positive","@NovaWildstar @hannahpoulton Starbucks? if you're after that burnt, poorly made &amp; depressing chain store vibe then yep, starbucks is it! "
"positive","new post: billiger gossip  http://bit.ly/16vKaH"
"positive","Gettin my hair did... "
"positive","@issimoneymaker Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip "
"positive","Well I dont know about your brother but I am jealous but I am also jealous of Demi because she gets to hang out with you! "
"positive","@TomFelton WE LOVE YOU!!! Please tweet back! "
"positive","@simplyshannon makes sense, you are the great writer of the manual!! "
"positive","@thomasjojo Good Afternoon "
"positive","@h2caradvocate That range works for the Tampa-Orlando corridor. I think we should be the next PD city "
"positive","@BradleyTemple It is! Thanks a million! "
"positive","@jbNchp *tosses cyber sandwich* there "
"positive","@DebbieFletcher Debs,tom replied too me yesterday,you have no idea how happy he has made me xD xD    LOL XX"
"positive","headin' to louisville "
"positive","About ten minutes until Microsoft's conference. Excited? "
"positive","@Emily_loveu well..i was on twitter since February...but then also...thank u...luv ya "
"positive","Got my Business Cards "
"positive","heading to VT to celebrate 3 Birthdays!! "
"positive","back after a game of badminton.. been a long time since i played i like this.. had fun. this does not mean i play well... "
"positive","@BeMeaningful We did an afternoon nap... Off to work soon "
"positive","@jessimtv throw bread sticks at her !! "
"positive","@captain_cupcake mistake  he will always remember me and I will always get under his skin...quite obviously! Haha!! Man, I didn't know I"
"positive","@alexissxjonas thats very kind of u. Job well done  lol (thumbs up) #KevinJonas"
"positive","::sigh:: No sense dwelling on the past..but I should look into classes on the weekends or something! I can still rock it! Ha ha! "
"positive","@JuicyJenBunnick cute!  whats his name, is he single?"
"positive","@andrewghayes like your blog post on Amsterdam too! http://andyhayes.com/i-am-amsterdam/ My place of birth! "
"positive","@wyld4wy OMG. I am SOOO jealous right now. Haha. You know I &lt;3 me some LB!! "
"positive","Hey everybody!! Peace out!  I am out for the night! (maybe, who knows maybe I will be back on twitter in 5 min, but I will try not to!)"
"positive","Went to the farmers market ... Chillin at village inn  bout to get some biscuits and gravy Yumm "
"positive","@SuperRecords sound awasome "
"positive","Dinner with fam.. "
"positive","How does it feel handsome  RB: @SpinningDiscs: Curtain pulled back..Here I am..Hello World..wants to pull the... ? http://blip.fm/~7c9x7"
"positive","@SallieB CONGRATULATIONS!! How exciting!!   "
"positive","@ThePISTOL What do you mean by both ways? Like front/back and right/left? That would be sweet. You should do it on July 9! "
"positive","@CateP36 I was waiting for a tweet reply with something different... But your a machine to do the whole packet..  I'm addicted to shapes."
"positive","--happy birthday to miss megan! "
"positive","Woehaaa i look like i got hit by a tornado :o ...never fall asleep when your hair is still wet "
"positive","Is listing to nirvana-kurt conaimn absoloute genius "
"positive","@KatMcGraw thanx 4 the hug I got it this mornin... it wuz jus wat I needed "
"positive","Thinks christina has a twitter problem "
"positive","Check out photos of my Springfield, Massachusetts trip since May 28th on Google Picasa Web Albums!  http://ping.fm/37z7c"
"positive","is really looking forward to seeing @TheConeZone &quot;Tonight Show&quot; premiere LIVE in the audeince!  "
"positive","at addies  &amp;&amp;one'shot-now;"
"positive","Watching poetic justice "
"positive","@wpkid thats why you go up to him and introduce yourself so that he knows who you are "
"positive","@GargoylesFan Cool cool--thanks! "
"positive","listening to julian smith on britain's got talent. the sound of the saxophone is so relaxing "
"positive","@johnlacey Ooh. Thanks  You learn something new everyday."
"positive","@kvnmcl Happy 38th birthday, Kevin! Have a great day. "
"positive","if you would write it - then by all means right it in my writers network  http://pentenscribes.ning.com/ be included in book we'll publish"
"positive","@sexybexy24 You're always hot.  Even when it's freezing you're still hot "
"positive","@4cal http://twitpic.com/6m7c0 - Ha, wait what does the last word say i cant catch that "
"positive","There we go. All the pictures have been uploaded. I have absolutely no reason (or will) to stay awake. Good night! "
"positive","@wpwend42 Good Luck with your thesis defense!! "
"positive","@damohopo yum =P just had a banana, some grapes and a cup of tea... that 2 portions already "
"positive","@Maegan_A Yeah...I know  ...I will be ok..."
"positive","The end of Gossip Girl makes me fall in love with Chuck Bass. "
"positive","watched the curious case of benjamin button. such a strange, yet beautiful film  well done."
"positive","Still at the party! "
"positive","so I did that ALL wrong. I'll try next week! But Still FOLLOW those people "
"positive","@sebadugalski so jealous. what part did u have in Ramona &amp; Beezus? I'd REALLY appreaciate it if u answered mee!  -Sara"
"positive","@lostinmiami It's neat if they get it right, and in the next decade or so, maybe they will.  The Wii was just the start, after all."
"positive","40% off all Applesac cases couponcode:applesac40 today 5/31/09 only http://short.to/b07t - tell your friends this time  (via @mygearstore)"
"positive","@salspizza You'll be fine. Just hang in there. Hope you can make it on Friday - the dogs will enjoy "
"positive","watching yesterdays Gossip Girl.  this is so goood! "
"positive","I wish my dream would come true "
"positive","&quot;its a long way to go for a date&quot; - ur right. see you in the next life. maybe. "
"positive","Maybe it's not my weekend, but it's gonna be my year! Can't wait to go to Warped Tour on August 4th! So glad ATL is gonna be there!!!! "
"positive","@KielysWorld you are such a great person. "
"positive","@julescavalier hahaha this made me lol  so THATS what your dad looks like"
"positive","Buffett Lambastes Bankers, Insurers for �Greed,� �Stupidity� http://is.gd/wyAB "
"positive","@Liverpool_FC ahahaahaha; that made me laugh tbh "
"positive","had a fuuun time . ya'll keep me crackinnnn up so bad. "
"positive","@pattinsonrt http://twitpic.com/6fq66 - Aaawh...So cute! She looks really shy "
"positive","@ena2345 hehe, thanks "
"positive","@BrianQuest Ooh that sounds kinda good right now "
"positive","Have finaly arrived in Southampton "
"positive","I'm in the mood for some Roxette or some Heart --- who has mp3s? "
"positive","Finished cutting, I'm now posting it to the wall! I'm so proud and I've always wanted a PARAMORE Poster so yeah "
"positive","@jtculture sounds like a plan right there...gonna get it done "
"positive","@Taryll Yup!!! I'll be here waiting for it "
"positive","Just got a new haircut! "
"positive","@SINjewelry Thank you "
"positive","do the ice cream freeze. "
"positive","@Buildabear96 mine to! along with selena.. "
"positive","gearing up for an evening alone on the couch with a movie and a glass, or 5, of wine "
"positive","#mw2 keep sleight of hand and most of the old perks. just lose the martyrdom and last stand perk "
"positive","@sing2b to a house, to a house!  Hopefully....  "
"positive","Ah, Moby is back again "
"positive","@TheLovelyNikki pffft they can suck it , I'm going to My girl's pool! "
"positive","off to make my dough.  something i knead to do.  "
"positive","@clipperkid747 you like your job it seems like "
"positive","http://twitpic.com/7gx0o - shelly and me "
"positive","HAS A NEW IKEA CATALOGUE THIS IS EXCITING!   "
"positive","@BrionS same  trying to figure out what to see right now."
"positive","The festival is awesome! All the boys learned to tie die  good food, jazz band - go matt McKagan! Fun music - abba and other fun oldies"
"positive","R @TimBarcz you can throw, but if it's impossible, you'll not get it ;) So be reasonable "
"positive","@clairecameron no way!!!!  We're all metal heads!!!  You should go back and do a shredding riff or two to put him in his place "
"positive","feeling very fortunate and peaceful today "
"positive","@nickellery Sorry old bean, but we're very, very good friends with @sexpoperth "
"positive","@earlvalleysr Thanks Earl, You Valley's are some sweet people "
"positive","@menooa aileen told me 7 forsure lol kk  team lunch with the gurlies woo hoo then we might come 2 ur guys game"
"positive","is maxin and relaxin... ahhh "
"positive","I was in a band once "
"positive","@aussiecynic all good now..not.. but don;t tell the other team "
"positive","@PoisonIvy86 great!  you?"
"positive","@e_rush I love youuu! &lt;33 "
"positive","#MTVMovieAwards Whoot! "
"positive","eating some lunch then heading to the gym - playing 18 holes tomorrow "
"positive","@suehuskins love that robot "
"positive","says when life gives you a hundred reasons to cry, show life that you have a thousand reasons to smile  http://plurk.com/p/wy771"
"positive","Ho hum. Time to create stuff "
"positive","@limeice Naaaaice....very naaaaaice! "
"positive","Yard work, painting, Eagle Scout ceremony . . . today's all but done!  "
"positive","Hafta go. Lots of things to do. "
"positive","Listen to Insomnia's Korean version. Watch the music video in You Tube. "
"positive","@Zomperific I love it "
"positive","Setting up my company's software on my computer for testing purposes, adding Hogwarts subjects as classes "
"positive","@mindofkennedy totally. going to a friend's gig at the O2 academy tonight. wander on the beach now. sunny times. up to much? "
"positive","@BrianaLBarker follow your diet, there should be no more eating with the family, you gotta make your own food "
"positive","@heythereimtori Knew we could count on you!  You're in.  "
"positive","@kphomma Wear a mask. He may infect you with the swine flu. He's mexican. "
"positive","just got off the phone. luke and me always have pro chats "
"positive","Just ran 2 miles, played drums for an hour, ate some Oreo's, took a shower, and now air drying in the buck watching Arrested Development. "
"positive","@foleyfresh lol - no, was busily replying to him &amp; deleting said links just then in fact!  still raging?"
"positive","@kirstiealley hello and good morning (from germany)...wish you a good new day. I have to work right now "
"positive","| Just ate a footlong ham and cheese! "
"positive","@mr_mr with my name on... That's so kind "
"positive","@ddlovato hi demi! I am in loved your performance in Peru! I feel so related to your songs! I think we are going through the same things "
"positive","//surveys.polldaddy.com/s/F3C8BB4DAC58D58A/ - Poll for getting Edu-views of 1:1 laptops in schools - thanks to those that have replied "
"positive","@mnisha_b Not celebrating this yr. Will go to temple! "
"positive","@cleversimon s'niiiice! always find taking photos of clouds impossibly hard, did you take the bk pic? "
"positive","@ottsworld For sure! If you're ever in Bangkok, be sure to gimme a shout. We'll trade travel stories over a cold beer (or 4). Hahaha! "
"positive","@SexyKellyC However, change the way you look at things and the things you look at change "
"positive","Gold to rebecca  yeah!!!!!!!!"
"positive","@JulieMountain I'm surprised they didn't have more volunteer photographers  I almost felt bad! hehe"
"positive","@Bravstar: Hahah that's sweet "
"positive","@charlobo yay! that's a great idea.  thanks."
"positive","@brambleberry At least the ants have good taste.   How do you like the caramels?"
"positive","I mean damn i bitch cant run around wit u? Lol  @phils550"
"positive","Heading home..good mini vacation "
"positive","had lovely w/e; sunny, gud food, xelent cmpany, gr8 2 forget lifes hiccups for a bit "
"positive","sat in It, this is the only social network that has not been blocked "
"positive","is getting her braces off in a month  http://plurk.com/p/116uv9"
"positive","it's great go to the gym with one of your best friends "
"positive","option 3: go home and watch Top Gear "
"positive","@LGiaPeace sneezing a lot on account of having worked in my herb garden (pollen, pollen everywhere, lol)...otherwise, all is good. "
"positive","its a beautiful day! lets breath the fresh air, roll in the soft green grass &amp;&amp; embrace the sunshine on our faces!! I&lt;3SUMMER "
"positive","@leneisefjaer To go. just once "
"positive","@McGiff Good Luck "
"positive","@porschacoleman it partly cloudy here in DC on the grill cooking up some chicken, burgers and of course some ribs "
"positive","gonna have a chicken sandwhich and then get ready to go out "
"positive","haven a lazy day today on this  so please follow me "
"positive","packing for our 11 day vacation! halleujah! "
"positive","@SquareJaw was doing my best! Somehow I always seem toend up back here  Thanks tho nice to be missed!"
"positive","@charlottexoxo no, it is nice? got a link or something? "
"positive","Having a beer, getting ready to play poker "
"positive","[ 1:38 PM] - Good afternoon Twitters! "
"positive","Oh Sugarplums*!  Aha. Text me, so frikin' bored. Painted nails maginta-ish-y."
"positive","Michelle, Alex, and Dianne really just came over my house at midnight to help me with my hair LOL. We love making fun of Michelle. "
"positive","going in the bath "
"positive","woofwednesday  http://is.gd/N51D"
"positive","@alibaabaa yeah - once I've got Intrepid done then jaunty is next up for me "
"positive","had an amazing day with an amazing person! "
"positive","@ArkansasTravler ...and good night Chesty, wherever you are "
"positive","says gud eve guys.. lets play poker@facebook yeah!! cant read my poker face  http://plurk.com/p/sw4yq"
"positive","Yay! Bannerbomb for the Wii is finally out. I can run homebrew on my 4.0 Wii. "
"positive","@dannyatticus im in exeter today "
"positive","@PoyntlasLove haha  im saving up for a new phone atm :L but dont think that will happen tbh :|"
"positive","? Taylor Swift � I'm Only Me When I'm With You http://blip.fm/~5e51g ( I like this song!  )"
"positive","http://tinyurl.com/ry9wap Hi. Nice pics  Hey, you are handsome ;) Let`s exchange email addresses. I will send you my pictures... Can y ..."
"positive","@daftapeth True. I'm like Count Duckula's Nanny! I quote: [door bell rings] Nanny: &quot;I'll get it!&quot; [sound of door breaking] Yup. That's me "
"positive","ugh man my cousins are gone.....my room is a mess, ima clean it in a jiffy then watch some t.v  "
"positive","I'm in the mood for wheaties today..... it IS the breakfast of champions "
"positive","Rest day.  "
"positive","now! haha  x"
"positive","@SarahGrace1 js wonderin why r u leaving for America ? "
"positive","@fleurdeliser Couldn't hurt, right?  "
"positive","No classes after 10:45am on Thur, Fri, Sat during Term 4 "
"positive","@magpiecreative Yeah I'm actually covering up 2 separate crappy tattoos.  Ryan did a great job of creating a new design around them."
"positive","With Mada, Eatinq some chips, and watchinq FINDING NEMO! "
"positive","@JPcashcash same here, listening to your album "
"positive","@gardenofwords so I feel your irritation lol. And yes I LOVE the farmers market! One of my favorite things in wilmington "
"positive","@hollisthomases a week away from twitter could never negate the super social media lessons i learned from you at #sesny  hope all is well!"
"positive","@jayincalgary @nscafe BTW - thanks for liking the hair, I did it a lot better tonight... "
"positive","#youknowyouareal80'sbaby if you owned a pair of rollerblades! "
"positive","@taylorswift13 hahaha that's cute! hahahah "
"positive","WaT do yOU knoW abouT mE?? I do nOt hOOk uP..  woot woot!"
"positive","@ElkaBr Good morning  How late is it over there? Glad to have you here in twitter too"
"positive","@TheFatBoys I love CDs..I support the artist and buy the album and then I'll burn the songs to my iPod to carry the music around with me. "
"positive","drinkin rolo hot chocolate  yummmmm"
"positive","I think it's about time for a spontaneous trip home to visit my amazing family  Getting ready, packing up, then heading out!"
"positive","can't wait to go home for the beef and mushroom pasta i made earlier!  plus a ham sandwich with lettuce!!! eeeek!!!"
"positive","is watching Ace Ventura - great 90s classic "
"positive","Won at Adpaid, thanks "
"positive","Movies later! Super excited!!!! Get to see him "
"positive","just woke up  slept in... YAY!"
"positive","@xxslavaxx oh yes, and i really dont care where as long as it's not here "
"positive","@markmadison Yes -- it's fun to have a 6 person quartet "
"positive","@Joe_Librarian Did you get your stew yesterday? ;-) So exactly where is this whippet kenneled!!  "
"positive","so on the plane i'm just gunna read a book take some benadryl (sp?) and sleep "
"positive","Good afternoon  (or morning, or evening - as applicable!)"
"positive","@bggrice nice one...Bill Gates will be working for you soon "
"positive","@slinkingferret lol it came with the box u use for gaming  xoxo"
"positive","In a minibus on my way to the Lao border. Life is cool "
"positive"," my mood. Fantastic "
"positive","@Doinitmyownway Mmmmm nice post Red! "
"positive","Unless there's a lab error, I'm now on a stage where Magic Johnson is : manageable HIV. Apa yg disebut org awam lokal : sembuh "
"positive","@lyssaa ooh. And it's so awesome you got to hold a newborn! "
"positive","@KatGirl44 For a moment I thought you were sending a Skate kiss-scared me  Post 814 one away"
"positive","FUCKING SCHOOL.... i have nothing left to say  exams are srusly killin' me!"
"positive","Looking for a new apartment in Amsterdam!Can i get some help here!Enjoy your day "
"positive","@stonerich Thanks! Yesterday I played on the Holy Football Field of Rotterdam "
"positive","@lilyofoz   Relish to be one of the favs.   It's in the wee hours of the morn.  I'm going to curl up luv.  Be well till next time."
"positive","Just finished watching Wall-E. Super cute movie. "
"positive","@halfwelshdragon sorry i asked the question without reading below you'll be gardening "
"positive","@cingulus you are killin me smalls.... "
"positive","@HlywdScrnwriter I've thought about it several times . got a few good friends there! "
"positive","@LeezeArray Morning, miss! "
"positive","Im tired and having a bad headache. Ugh. Time to sit back and relax and listen to some tunes. "
"positive","glad home n away was on 4 n hour tonight coz it wasnt on lst nite grr..just had the best home made garlic bread yummmyy  wats doin tweets?"
"positive","@Hypermommy Funnily enough, I didn't know that my car sound system can't display more than 99 minutes per track until Disneybrit and Lou "
"positive","BACK, Twittering and oh so full.... "
"positive","@HoustonCalls i think Okie should make his own account  haha showering is good."
"positive","@RaviKapoor Thanks! It was really fun to do. I do love those 60s romances/comedies (though that one could have used more comedy IMO). "
"positive","@EqualRoots YES! Do we bring them or will they beat you up too hard?  "
"positive","@The_Rooster yes! With minor variations "
"positive","@sdhanlon Hey Siobhan!! This is new to me too. I'm not sure I get it either. Everyone says it's fun, so I thought I'd try it... "
"positive","@Blackcountrymon sounds like you had a good Sunday... you recovered yet "
"positive","@LindseytheFirst  Ha ha, no worries! Me too - am not very technically minded when it comes to this, but am determined to learn! "
"positive","@QueensOfVintage Nice site   http://snurl.com/fen2t"
"positive","@DanggItsDevin  ahr . whos youur lucky girl anywaay?! (:"
"positive","PLUS... i'm gonna start reading my resources from my nursing audit... Kinda miss those medical terms "
"positive","@LauraJames3 I crochet Laura. Simple stitches...I can make a mean afgan! "
"positive","hhmmm... Nambu is playing up again, don't be alarmed if I un-follow then re-follow - it's so I can see your tweets "
"positive","@yourself_onfire I think Letitia is still trying to upload the digital, they were having problems before. I am sure she will let us know "
"positive","Look at you eating your vegetables, getting all healthy. "
"positive","Exploring Pejaten Village with the cecebssss  http://myloc.me/24NI"
"positive","@camiigonzalez thats what im doing!!!  JB LVATT @ midnight!!"
"positive","wee! no I have 506 followers!  http://www.janmckhilado.com/"
"positive","I am @ Erica's open house throwin down on these ribs and hot wings "
"positive","sun is shining (*) so im off out with the girls to shop, then to meet up with the boys, and go to the beach "
"positive","Off to recording new music, I'm hoping to finish 2 to 3 songs today!! I have a dose of inspiration and I'm ready to show the world, me! "
"positive","@alexpham4 okay, well, as far as I know, Sherina and I will be good to go on either/both days. Just waiting on word from Kina! "
"positive","HURRAH IT IS BEER O' CLOCK! SOBRIETY BE DAMNED! "
"positive","is off to bed absolutely tired "
"positive","Being sleepy at work today. Good that it's only 3 hours and I can get to the serious sleeping after that "
"positive","@shanegibson @GusF we should all wear kilts one day "
"positive","@kristianc good luck "
"positive","@JenaIsle You're welcome. "
"positive","Just stuffed a whole lotta Adam Lambert performances in my iPod  Yay! Gonna stuff Allison Iraheta ones too, awesome \m/"
"positive","having a li'l headache.. :S anyway.. going to the hairdresser.. "
"positive","@zethraeus Nice touches are the top link at the footer, the header in general, and the awesome rendition of a Star Trek ship UI. "
"positive","just washed my car wit the baby girl "
"positive","just went to a bonfire  haven't been to one in forever!"
"positive","long weekend...neaaaarly there...cmon lil fella "
"positive","@TMariePR SO ready!!  lol"
"positive","@BlowhornOz we already are! Maybe you should #follow some of the people who are playing "
"positive","@DebbieFletcher say happy bday to my friend LUANNA, please  and ask tom to do this too "
"positive","Next day shipping for: Finding Nemo, Clue (The Movie), and Sims 3 "
"positive","@hayleewadec Thanks for following us.  Hope you can make it to CBRs June 5th and hang out with us! We're pretty nice n stuff!"
"positive","@FueltheNinja happy birthday kim! enjoy "
"positive","@an2ony : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! "
"positive","Follow @PrincessSuperC all my @xcornejo followers better press that follow button...all 72 of ya'll!!!! "
"positive","@cristinavb you're right! It wasn't as bad!  it was funny!"
"positive","Well, theres bn lotz of quein- they all walk by me. And i didnt even rec charles :! Misha, omg- i was like thats the collins Ahh "
"positive","I sleep so much yet I'm always still so tired. Good thing I can sleep late again tomorrow! "
"positive","@mundeemoore Hi, Mandz! I miss you more!!! WEDNESDAY! "
"positive","@jarethjones That's not a bad thing btw, just illustrating that she was interesting in your existance "
"positive","@Jennisastar they were amazing "
"positive","http://twitpic.com/6fdda - me and brad  summer last year "
"positive","@ausi1 because this is Twitter and we in #net12 set the trends "
"positive","@superduperjes night night sleep tight and don't let the zipper-rompa-roos bite. one CHOMP and they can take an arm clean off! "
"positive","@jrosenblum1 good morning love  just wanted to remind to check your FB box when u get a chance...you wont be sorry U did "
"positive","@rahulnag congo!! i got mine too  arpita.mukherjee"
"positive","wants to watch other 80's classics "
"positive","Waiting for westlife on late late show "
"positive","Can't sleep, I have my annual 500 mile ride today  5 mountain passes 2 countries (CA&amp;US), hoping for some sunshine. It's a great ride!"
"positive","work then the lake! text me if you want to join "
"positive","Great night "
"positive","thats right, who's the boss? I'M the boss "
"positive","Is ZOMG-full from the great dinner Jonathan made "
"positive","@chanibelle let your mother have her T-shirt. You have a birthday in August, so you can wait! "
"positive","Foot soaking and Scrubs. Ah yeah "
"positive","Pretty tired. Going to lay down. Text me!! "
"positive","Signing off electronica for a little bit - dedicated to my buddy Jim who hasn't heard me use electronica in a little while! "
"positive","@archiegurl13 we have the same layout "
"positive","@jaaacckkiieee somebody's addicted to twitterrrrr "
"positive","packing for Oklahoma! @drew75, @1playwonder, are you guys ready?! "
"positive","Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep "
"positive","in the car with @yeah_bro and may on the way to the presets. Just had a maccas stop. We are good now "
"positive","@ChitaHearse Good moring chula "
"positive","helloooo!! I am waiting on martin now!  He better hurry...! I am hungry!"
"positive","Omg, What am I saying.  All mistakes. I wonder what does it mean in pure English: &quot;wiped cream&quot;? ))"
"positive","We The Kings. 'Wo oh ohahhh!' "
"positive","is also gonna send a direct message to everyone who is following currently and will follow in the future...happy twittering "
"positive","So fucking hungry! Gonna make myself some lasagna before I start working "
"positive","@oneyellasista thank you "
"positive","http://bit.ly/xdogn  Check this. "
"positive","@FakerParis hahaha i'm never emo. i leave that to @MissxMarisa "
"positive","@elaineirvine They loved it! Dad had a Chicken Katsu Curry &amp; Mum and I shared a Yaki Udon  They really enjoyed their green tea too "
"positive","@Shama @CarlaYoung Hug returned. "
"positive","Yaay. I finally got twitterberry for my phone "
"positive","Susan finally ordered my pizzaaaa  still at her house, bitch needs to clean up her damn room -__-"
"positive","Goodnight, goodnight. I hope you sleep a sweet dream tonight "
"positive","Don't you want me baby- Human League "
"positive","@PlusSizeMommy Depends on whom you ask. No more than 10 ...EVER "
"positive","Well, that was the MTV Movie Awards, they get duller by the year. Less parodies then they used to have and less anarchy "
"positive","@DRBiller Just sent you a friends request on FB "
"positive","Starting my reading schedule...the Bible in 90 days. I'm guessing some of the rest of you are too "
"positive","@Ness_Fresh Ones like me, right? "
